transcript,label
 Call us from Social Security Administration.,0
,0
 and of Barnes in the purpose of the call we are...,0
 trying to reach you to let you know that your,0
 Social security number has been used for...,0
 some kind of fraudulent activities in this...,0
 south border of Texas. So...,0
 please in order go ahead get more information.,0
 to speak with our,0
 under Press 1 I referred.,0
 P-press 1. Thank you.,0
 you and have a great day.,0
 officer Amanda Barnes in the purpose of the,0
 call we are trying to reach you to let you,0
 know that your social security number is,0
 been used for some kind of fraudulent acts.,0
 activities in the south border of Texas.,0
 So please in order go ahead get,0
 more information to...,0
 Speak with Officer Press 1.,0
 I repeat press 1.,0
 Thank you and have a great day.,0
 officer Amanda Barnes in the purpose of the,0
 call we are trying to reach you to let you,0
 know that your social security number is,0
 been used for some kind of fraudulent acts.,0
 activities in the south border of Texas.,0
 So please in order go ahead get,0
 more information.,0
 Speak with Officer Press 1.,0
 I repeat press 1.,0
 Thank you and have a great day.,0
 officer Amanda Barnes and the purpose of the,0
 we are trying to reach you to let you know.,0
 know that your social security number is,0
 been used for some kind of fraudulent activity.,0
 in the south border of Texas.,0
 So please in order go ahead get,0
 more information to,0
 Speak with Officer Press 1.,0
 I repeat press 1.,0
 Thank you and have a great day.,0
 to reach you to let you know that your social,0
 security number has been used for some...,0
 of fraudulent activities in the self.,0
 This is the next border of Texas. So please...,0
 in order to go ahead and get more information.,0
 to speak with officer,0
 press 1. I repeat.,0
 Press 1. Thank you.,0
 and have a great day.,0
 have been qualified to drop down your interest rate.,0
 6% on your credit cards.,0
 press month to speak with a live operator and get the,0
 confirmation code.,0
" Hi, this is an automated message from the disk.",0
 connection department of Pacific Gas and Electra.,0
,0
 is to inform you that your power will get disconnected.,0
 connected in 30 minutes due to a pending balance on the yik.,0
 If you need to speak with the representative,0
" for further information, please press 1.",0
 Thank you for choosing Pacific Gas and Electric.,0
 Goodbye.,0
 You should have received something in the mail.,0
 about your car's extended warranty?,0
 we have not got numbers bombed. We are giving you a final,0
 courtesy call before you close out your file.,0
 press 2 to be removed and put on.,0
 do not call it. Press 1 to speed.,0
 with someone about possibly extending or re-,0
 and fading your car's warranty.,0
" Again, press 1 to speak with the warranty.",0
 phosphorous.,0
 with important changes to your account. Before...,0
 the next billing cycle. Congratulations!,0
 on your excellent payment history. You now...,0
 qualify for a 0% interest rate on,0
" All your credit card accounts, this is a limited time",0
 offer and you must respond immediately. Press...,0
 one now to speak to our qualification department.,0
 and complete the enrollment process.,0
 You now qualify for zero percentage,0
" And if you're a straight on all your credit card account, this is...",0
 You must be limited time offer and you must respond to the call.,0
 immediately crash 1 now to speak to our code,0
" to the location department, and complete the enrollment process,",0
 Thank you.,0
" to the payment history, email call bye.",0
 zero percent interest rate on all your credit cards.,0
 This has been a good time author.,0
" And you must respond immediately, press 1 now.",0
 to speak to our qualification department and come to us.,0
" moment process,",0
 security administration.,0
 and you receive this phone call from our department.,0
 is to inform you that there is a legal and,0
 enforcement actions filed on your social.,0
 security number for fraudulent acts.,0
 So when you get this message,0
 which kindly press once you connect with the next.,0
 out of the lost interest. Thank you.,0
 security administration.,0
 you receive this phone call from our department.,0
 is to inform you that there's a legal enforcement.,0
,0
 number for fraudulent activity.,0
 So when you get this message,0
 Finally press once you connect with the next available lock.,0
 Thank you.,0
 following is from the department of social security.,0
 already administrative. The reason you,0
 received the phone call from our department.,0
 to inform you that there's a legal enforcement.,0
 and action filed on his social security.,0
 number for fraudulent activities.,0
" So when you get this message, kind of...",0
 We'll be honest once we connect with the next available link.,0
 Thank you.,0
 of Social Security Administration.,0
 The reason you received this phone.,0
 also my department is to inform you that,0
 that there is a legal enforcement action.,0
 I don't need so much health to carry any numbers.,0
 for fraudulent activities.,0
 when you get this message kindly pressed.,0
 want to connect with the next available loss.,0
 Thank you.,0
 We are calling it from the...,0
 Department of Social Security Administrative.,0
 The reason you receive this for...,0
ży,0
 that there's a legal enforcement action.,0
 file on your social security number.,0
 Her fraudulent activity.,0
 So when you get this message kindly press...,0
 Once you connect with the next available loss.,0
 Thank you.,0
 We are calling it from the department.,0
 of Social Security Administration.,0
 The reason you received this phone call,0
 My department is to inform you that those,0
 legal enforcement actions filed on the,0
 Social Security Number for fraudulent...,0
 So when you get,0
 this message kindly press 1 to connect with,0
 next available office there. Thank you.,0
,0
 from the Department of Social Security.,0
 here are the administration.,0
 reason you have received this phone call from,0
 The Mars Department is to inform you that.,0
 There is a legal and forced-print action.,0
 filed on your social security now.,0
 for fraudulent activities.,0
" So, when you get this message...",0
 We can hardly call back in the earliest possible.,0
 on our number before we begin with the leave.,0
 go to seating. That is true.,0
" 3, 1, 7, 6.",0
" 3, 1, 3, 6, 1.",0
" One tree, thank you.",0
 Social Security Administration.,0
 the reason you received this phone call from our,0
 is to inform that there is a leak.,0
 enforcement actions filed on your social.,0
 to carry it in a bus for fraudulent,0
 activities. So when you get,0
 this message kindly press 1 to connect with,0
 next available office there. Thank you.,0
,0
" at the administration. It's the reason that it's--"" million dollars and Japan in Prag can't even work over a million dollars a year."" Another trip to Bangladesh issued last October with Shawn Storch who said",0
 you receive this phone call from our department.,0
 is to inform you that there's a legal answer.,0
 enforcement actions filed on your social status.,0
 here within a month for fraudulent activity.,0
 So when you get this message,0
 which kindly press once you connect with the next.,0
 valuable loss is there. Thank you.,0
 but unfortunately we missed your answer.,0
" In order to connect our legal department, press 1.",0
 so that we can discuss about your case file.,0
 and take necessary action on this matter.,0
" In case we would not hear from you, then you will feel",0
 to connect now to some legal consequences to connect now,0
" Now press 1, and you will be automatically connected",0
 to the Concerned Department by this call.,0
 You have been officially notified.,0
 Thank you.,0
" Hello, this message is fully intended for...",0
 you. We are calling you from the legal department.,0
 to inform you that due to some...,0
" While we are arranging our special photos comparable to the other one, we are discussing some more official activities related to your name. We are facing the female challenge and certainly The puzzle called",0
" trying to reach you, but unfortunately we missed your",0
 answer. In order to connect our legal department.,0
" Partement, press 1 so that we can just...",0
 us about your case file and take necessary action.,0
 on this matter. In case we would not hear,0
 you then you will face some legal consequence.,0
 to connect now press 1 as you...,0
 will be automatically connected to the concerned department.,0
 By this call you have been officially,0
 notified. Thank you.,0
 We are trying to,0
" reach you, but unfortunately we missed your answer.",0
 in order to connect our legal department.,0
 press 1 so that we can discuss about,0
 your case file and take necessary action on this,0
 matter. In case we would not hear from you.,0
 then you will face some legal consequences.,0
" To connect now press 1, and you will be out of the way.",0
 automatically connect to the concerned department.,0
" By this call, you have been officially notified.",0
 Thank you.,0
" Hello, this message is fully intended.",0
 for you. We are calling you from the lethal dark.,0
 to inform you that due to some system,0
" Related to your name, we are",0
" trying to reach you, but unfortunately we missed you.",0
 answer. In order to connect our legal department.,0
" Partement, press 1 so that we can just...",0
 discuss about your case file and take necessary action.,0
 on this matter. In case we would not hear...,0
" from you, then you will face some legal consequences.",0
" to connect now press 1, and you...",0
 will be automatically connected to the concerned department.,0
" By this call, you have been officially...",0
 notified. Thank you.,0
 for upwards of any pinpoint.,0
 suspicious activities in your iCloud account.,0
 that your iCloud account has been breached.,0
 before using any Apple device.,0
 Please contact the Apple Support Advisor.,0
 Press Awesome to connect to the,0
 Apple supported by their press 2.,0
 to listen to this message again.,0
 or if you wish to contact us later.,0
 Please call F on our toll three number.,0
 315-23282,0
 Thank you.,0
 trying to reach you to let you know that your self.,0
 Social security number has been used for so-,0
 some kind of fraudulent activities in this...,0
 the south border of Texas. So...,0
 please in the order go ahead get more information.,0
 to speak with our,0
 Press 1. I repeat.,0
 Keep press 1. Thank you.,0
 and have a great day.,0
 is been used for some kind of fraud.,0
 activities in the south border of Texas.,0
 So please in order go ahead.,0
 head get more information.,0
 To speak with Officer Press 1,0
 I repeat press 1.,0
 Thank you and have a great,0
 Okay.,0
 so,0
 Rebalance.,0
 Can you call us on Social Security diminished?,0
" This creation office, my name is Officer Amman.",0
 and the birth and the purpose of the call. We are,0
 We are trying free to let you know that you're...,0
 Social Security number has been used for,0
 some kind of fraudulent activity.,0
 out order of Texas.,0
 please in the order go ahead get more information.,0
 I speak with Ok.,0
スト at the service will ...,0
 repeat press once.,0
 you and have a great day.,0
 My name is Officer Amanda Barnes and the,0
 the purpose of the call we are trying to read.,0
 you to let you know that your social security,0
 security number has been used for some kind of,0
 fraudulent activities in the south border of,0
 Texas. So please in order.,0
 go ahead get more information.,0
 To speak with Officer Press 1,0
 I repeat press 1.,0
 Thank you and have a good day.,0
 Great day!,0
 name is Officer Amanda Barnes and the per-,0
 of the call we are trying to reach you,0
 to let you know that your social security,0
 Number has been used for some kind of fraud.,0
 Activity in the South Border of Texas.,0
 So please in order go,0
 ahead get more information.,0
 To speak with Officer Press 1,0
 I repeat press 1.,0
 Thank you and have a great,0
 Day.,0
 this officer Amanda Barnes and the purpose.,0
 of the call we are trying to reach you to,0
 let you know that your social security number,0
 is been used for some kind of fraudulent...,0
 activities in the south border of Texas.,0
 So please in order go ahead,0
 get more information.,0
 to speak with Officer Press 1.,0
 I repeat press 1.,0
 Thank you and have a great day.,0
,0
 The court has issued a suspension notice.,0
 along with a warn against your name. Ignore,0
 this message will an intentional second attempt to,0
 avoid initial appearance before a magistrate judge or,0
 grand jury for federal criminal offense.,0
 This is the final attempt to reach you.,0
" For more information, press 1 and hold for the next...",0
 Officer. Press 1 right now.,0
 your identity. The code has issued as a,0
 patient notice along with warrant against your name.,0
 ignoring the message will be an indication.,0
 second attempt to avoid initial,0
 before a medistrate judge or grand jury.,0
" for federal criminal offense, this is the final...",0
 to reach you for more information.,0
 press one in whole for the next level the lot is,0
 your identity. The court has issued a suspension.,0
 Notice along with a warn against your name.,0
 Ignoring this message will an intentional second,0
 attempt to avoid initial appearance before a magistrate.,0
 Judge your grand jury for federal criminal offense.,0
 This is the final attempt to reach you.,0
 For more information press 1 and hold for the,0
 next available officer. Press 1 right...,0
 right now.,0
 species and fraudulent activities carried out.,0
 using your identity. The code has issued.,0
 suspension notice along with war integration.,0
 name. Ignoring this message will be an,0
 second attempt to avoid any,0
 many sly reiterate,0
 and jewelry for federal criminal weapons. This is the...,0
 final attempt to reach you for more information.,0
 Press 1 and hold for the next available office.,0
,0
 The court has issued a suspension notice along with the,0
 warn against your name. Ignoring this,0
 message will an intentional second attempt to avoid an,0
 initial appearance before a magistrate judge or grant.,0
 jury for federal criminal offense.,0
 This is the final attempt to reach you. For more...,0
 information press one and hold for the next available on,0
 Officer. Press one right now.,0
 under your name for suspicious and fraudulent activity.,0
 that he's carried on using your identity. The cool...,0
 The board has issued a suspension notice along with a warrant.,0
 against your name. Ignoring this message will,0
 intentional second attempt to avoid initial appearance.,0
 before I magistrate judge your grand jury for...,0
 Federal Criminal Offence. This is the final...,0
 final attempt to reach you. For more information,0
 Press 1 and hold for the next available officer.,0
 Press 1 right now.,0
 This is an important call regarding a legal enforcement.,0
 action been executed under your name for suspicious.,0
 and fraudulent activities carried on using your identity.,0
 The court has issued a suspension notice.,0
 this along with the warn against your name.,0
 This message will be intentional second detentual,0
 avoid initial appearance before I magistrate judge your...,0
 grand jury for federal criminal offense.,0
 This is the final attempt to reach here.,0
" for more information, press one and hold for the next.",0
 officer. Press one right now.,0
,0
 The court has issued a suspension notice.,0
 along with a warn against your name. Ignore,0
 This message will an intentional second attempt to...,0
 avoid initial appearance before a magistrate judge or,0
 grand jury for federal criminal offense.,0
 This is the final attempt to reach you.,0
" For more information, press 1 and hold for the next...",0
 officer. Press one right now.,0
 and you have been quantified to drop down your injured-,0
" raise a lump, sit from your credit card.",0
 Please press on the secret life operator.,0
 and get the confirmation number.,0
 I'm going to get a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a,0
,0
 How are you doing today?,0
 Glad to hear that. Well...,0
 Direct TV is offering 50% discount.,0
 to all of its existing customers.,0
 Do you have a moment to speak so I can go ahead?,0
 and apply the discounts on your accounts.,0
 Direct TV. How are you doing today?,0
 Glad to hear that.,0
" Well, Direct TV is offering 50",0
 discount to all of its existing,0
 Do you have a moment to speak?,0
 can go ahead and apply the discounts on your...,0
 account.,0
 Direct TV. How are you doing today?,0
 Glad to hear that.,0
" Well, Direct TV is offering...",0
 percent discount to all of its existing,0
 Do you have a moment to speak?,0
 I can go ahead and apply the discounts on your...,0
 or account.,0
" Hi there, this is Jessica calling you from A",0
 AT&T Direct TV. How are you doing?,0
 today. Glad to hear that.,0
" Well, Direct TV is offering.",0
 50% discount to all of its existence.,0
 customers. Do you have a moment to speak?,0
 so I can go ahead and apply the discounts.,0
 on your account.,0
" Hi there, this is Jessica calling you from A-",0
 TNT Direct TV. How are you doing?,0
 today. Glad to hear.,0
" Well, Direct TV is offered.",0
 50% discount to all of its,0
 customers. Do you have a moment to speak?,0
 so I can go ahead and apply the discount.,0
 on your account.,0
" Hi there, this is Jessica calling you for me.",0
 AT&T Direct TV. How are you doing?,0
 today. Glad to hear that.,0
" Well, Direct TV is offering...",0
 50% discount to all of its,0
 15 customers. Do you have a moment to speak?,0
 so I can go ahead and apply the discount.,0
 on your account.,0
,0
 your Amazon account. If you do not offer...,0
 press 1 or press,0
 to authorize this order.,0
 we would like to inform you that there is,0
 order placed for Apple iPhone 11 Pro.,0
 using your Amazon account.,0
" If you do not authorize the Sorcerer, press 1.",0
 or press 2 to authorize as disorder.,0
" Hello, this is Amazon.",0
 This fall is to authorize the payment of 9009,0
 We would like to inform you,0
 that there is an order placed for Appleife.,0
 phone 11 Pro using your Amazon account.,0
" If you do not authorize this order, press...",0
 Press 2 to authorize the sword.,0
,0
 If you do not authorize the,0
 this order then press 1 or press 2 to open.,0
 The reporter is in a derma,0
 using your Amazon account.,0
" If you do not authorize this order, press 1.",0
 or press 2 to authorize the order.,0
 form you that there is an order placed for.,0
 Apple iPhone 11 Pro using your Amazon,0
 account. If you do not authorize this order.,0
" Press 1, 4, press 2 to authorize",0
 is this order?,0
" Hello, this is Amazon. This call is to...",0
 Authorize the payment of $999.,0
 We would like to inform you that there is an order put,0
 for Apple iPhone 12 Pro using your,0
 Amazon account. If you do not authorize this,0
 order then press 1 or press 2 to authorize the,0
 order.,0
 that there is an order placed for Apple,0
 iPhone 11 Pro using your Amazon account.,0
" If you do not authorize this order,",0
 Press 1 or press 2 to authorize the...,0
 Order.,0
 to inform you that there is an order placed for.,0
 Apple iPhone 11 Pro using your Amazon,0
 on account. If you do not authorize this,0
 Press 1 or press 2 to author,0
 Well I wanna try adding color to the sound觀眾.,0
 which will be dispatched in the next 20...,0
 24 hours. If you have,0
 not made any such purchases or transactions.,0
 then kind of express one to speak.,0
 Amazon customer service.,0
 Thank you.,0
 response. We are giving you a final curtain.,0
 to see call before we close out your file.,0
 Press 2 to be removed and put on our du-,0
 not call list. Press one to speak.,0
 with someone about possibly extending or re-,0
 stating your car is warranty.,0
 again press one to speak with a warranty,0
 away.,0
 Hello.,0
 This call is from Social Security.,0
 Administration Office. My name is Off.,0
 the serimando barn in the purpose of the call.,0
 we are trying to reach you to let you know,0
 that your Social Security number has been used.,0
 for some kind of fraudulent activity.,0
 in the south border of Texas.,0
 So please in order go ahead get more,0
 information. To speak.,0
 Quick officer press 1.,0
 I repeat press 1.,0
 Thank you and have a great day!,0
 and a disconnection of service today within 30 minutes.,0
 Due to non-payment on the account.,0
 Please press 1 to speak with the representatives.,0
 Thank you.,0
 Greetings. This is a normal the,0
 The automated message from the Disconnection Department of Domino,0
" Marva Power, Electricity Company.",0
 to inform you that you will be experienced.,0
 a disconnection of service today within 30 minutes.,0
 Due to non-payment on the account.,0
 Please press 1 to speak with the representative.,0
 Thank you.,0
,0
" Hello, I am an Artificial...",0
 Intelligent notification bot. The purpose,0
 of this call is to make you aware that is a US,0
 You are now able to take advantage of the,0
 of alternative federal student loan repayment options.,0
 and hardship programs. These programs...,0
 or only for individuals who have less than one...,0
" $160,000 in federal studios.",0
 loan debt. Having debt obligations may be,0
 cause a hardship when added to your overall monthly,0
 built. Using our automated approval text,0
 You are now able to obtain enrollment,0
 information based on your current situation.,0
" Hi, this is Rachel from the...",0
 services. Your file just came across,0
 my desk and it looks like your vehicle may be,0
 at risk of losing coverage.,0
 to prevent your extended warranty from expiring.,0
 I am giving you a courtesy follow-up call.,0
 before I close the file. Please press...,0
" want to speak to a specialist, now or pressed.",0
 to be removed and declined coverage opportunities.,0
 We're call 83330.,0
 41447-456.,0
ielt,0
,0
,0
,0
 Thank you for choosing Hilton GoTown.,0
 We would like to inform you that,0
 Thanks to the Friends and Family Rewards program.,0
 your membership is drawn to receive a,0
 complimentary stay. For further...,0
 details press 1 now. To be...,0
 place on the do not call list. Press tune.,0
 out.,0
,0
,0
,0
,0
,0
" Hello, this is Jacob from Discover.",0
 Credit card department. Discover has made some big,0
 big changes on your credit card accounts and you are now,0
 eligible for a complete dead elimination on,0
 all of your credit cards. This is a limited time.,0
" offer. To get yourself enrolled, please press",0
 to speak to a live representative now.,0
,0
,0
,0
,0
,0
" glad to hear that. Well, direct TV.",0
 offering 50% discount to all,0
 of existing customers. Do you have a moment?,0
 to speak so I can go ahead and apply the...,0
 count on your count.,0
" Hi there, this is Jessica calling you for me.",0
 P&T Direct TV. How are you doing today?,0
 Glad to hear that.,0
" Well, Direct TV is offering...",0
 50% discount to all of it.,0
 existing customers. Do you have a moment to,0
 So I go ahead and apply the discount.,0
 on your account.,0
 and qualified to drop down your entered straight below.,0
 from your credit card.,0
 Please press once and speak with my operator. Thank you.,0
 at the confirmation number.,0
 I'm going to get a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a,0
 Ist diese für was jetzt für uns für den Ver języklinie flich.,0
 up,0
,0
 Administration.,0
 have received the phone call from our,0
 department is to reform you then.,0
 There is a legal enforcement action.,0
 and I'll go on your social security number.,0
 for fraudulent activities.,0
 order to construct rural Asian camps.,0
 one and you will be connected to the computer.,0
 If we don't see...,0
 I can't lobsteri snow star.,0
" belongs, and you receive many",0
 and you will be connected to the standard part.,0
" and wake up from flames and fire, and keepล wasn't meant.",0
" Hi, this is Officer Sarah Shul.",0
 calling you from the Department of Civilization.,0
 Social Security Administration.,0
 The reason you have received this phone calls...,0
 from our department is to inform you that there...,0
 the legal enforcement actions filed on mute.,0
 or Social Security Number for fraudulent.,0
 activities in order to connect federally.,0
 press 1 and you will be connected to the,0
 concerned apartment. If we don't hear,0
 from you too. Your social will be blocked.,0
 permanent like press 1 and you will be killed.,0
 connected to the concerned apartment.,0
 that you hold calling your text background silence.,0
 of social security admitted.,0
 registration. The reason you have,0
 receive this phone call from our,0
 The department is doing for you.,0
 to leave so important actions.,0
 filed on your social security number.,0
 for fraudulent activities.,0
 in order to connect federal aid and press.,0
 One and you will be connected to the tool.,0
 the apartment. If we don't...,0
 here from you. Your social will be,0
" block permanent waste, press 1 and you...",0
 will be connected to the concerned apartment.,0
,0
 value to AC and P customer. We are happy.,0
" button. So before we inform you, do get your Excel cancelings all about...",0
 you get up 50% discount on your monthly,0
 so to aware of his future will this be,0
 Countress 1 and your call will get to...,0
 connected with our representative.,0
 and form you that your account has been qualified to get,0
 up to 50% discount on your monthly...,0
 to avail this discount.,0
 and your call will get connected with the,0
 your representative.,0
 that your account has been qualified to get up to.,0
 50% discount on your monthly bill.,0
 to avail this countress.,0
 and your call will get connected with our,0
 representative.,0
 184 U-49 for refurbishment.,0
" Book Pro 12, worth 497.",0
" to which your card, a cat,",0
 with your Amazon account is been charged.,0
" If you would like to cancel the order, please press...",0
 Next Apart Section Oι,0
 detection number by calling us back on the number.,0
 provided. Thanks for your patience.,0
 your customer. Thank you for using Amazon.,0
 This is a payment confirmation call for your order.,0
,0
 for Reformishing Book Pro 12.,0
 worth $497.,0
" For which your card, attached with your Amazon account,",0
 If you would like to...,0
" Cancel this order, please press once, else.",0
 Contact Amazon Fraud Detection Number,0
 by calling us back on the number provided.,0
 Thanks for your patience.,0
 There is an order placed for half a life of...,0
 11 Pro using your Amazon account.,0
" If you do not authorize this order, press W-",0
 Press 2 to authorize the sword.,0
,0
 form you that there is an order placed for.,0
 Apple iPhone 11 Pro using your Amazon,0
 account. If you do not authorize this order...,0
" Press 1, 4, press 2 to authorize",0
 is this order?,0
 form you that there is an order placed for.,0
 half a life on 11 pro using your Amazon,0
 If you do not authorize this order,0
 Press 1 or press 2 to authorize,0
 theorder.,0
 A pre-authorized purchase of an apple mac,0
 Facebook Pro and an Apple Airpods.,0
 being ordered from your Amazon account for an,0
 amount of $1537.,0
" And 35 cents, tuition",0
 your order or to connect with one of our customers.,0
" Support Representative, please press 1.",0
,0
,0
,0
,0
 on 12 pro using your Amazon account.,0
 You do not authorize this order and to refund your amounts,0
" press 1, OR press 2 to authorize the",0
 disorder.,0
 This is an automated message.,0
 from the disconnection department of TCO energy.,0
 Electricity Company to inform you,0
 that you will be experiencing a disconnection of...,0
 30 minutes. Due to not,0
 payment on the account. Please press 1.,0
 to speak with a representative. Thank you.,0
,0
 This is an automated message from the,0
 Disconnection Department of TCO Energy,0
 electricity companies to inform you,0
 that you will be experiencing a disconnection of service.,0
 today within 30 minutes. View the non-page.,0
 payment on the account. Please press 1 to 3.,0
 Speak with a representative. Thank you.,0
 Please press 1 to speak with the representative.,0
 Thank you.,0
 Greetings. This is an automated...,0
 The updated message from the Disconnection Department of TCO,0
" energy, electricity company.",0
 to inform you that you will be experiencing a dis...,0
 connection of service today within 30 minutes.,0
 Do the non-payment on the account. Please?,0
 Please press 1 to speak with a representative.,0
 Thank you.,0
 today within 30 minutes. Due to non-payment.,0
 on the account. Please press 1 to,0
 Please press 1.,0
 Thank you.,0
" made for so long years, it is fine. Greetings. This is a",0
 and automated message from the disconnection department.,0
" to Duke Energy, electricity company.",0
 To inform you that you will be experiencing it,0
 and disconnection of service today within 30 minutes.,0
 Due to non-payment on the account.,0
 Please press 1 to speak with a representative.,0
 Please press 1. Thank you.,0
 This is an automated message.,0
 from the disconnection department of Duke Energy.,0
 electricity company to inform you,0
 so that you will be experiencing a disconnection of surf.,0
 today within 30 minutes. Due to none.,0
 payment on the account. Please press 1 to,0
 Please speak with a representative. Please press 1.,0
 Thank you.,0
 its officer Amanda Barnes in the purpose.,0
 of the call we are trying to reach you to let.,0
 you know that your social security number,0
 has been used for some kind of fraudulent...,0
 activities in the south border of Texas.,0
 So please in order go ahead.,0
 get more information.,0
 to speak with Officer Press 1.,0
 I repeat press 1.,0
 Thank you and have a great day.,0
 We are trying to reach you to let you know that,0
 your Social Security number is,0
 been used for some kind of fraudulent acts.,0
 activities in the south border of Texas.,0
 So please in order go ahead get,0
 more information.,0
 Speak with Officer Press 1.,0
 I repeat press 1.,0
 Thank you and have a great day.,0
 Hello.,0
 My discall is from Social Security.,0
 Administration Office. My name is Office.,0
 the serenaded barn and the purpose of the call.,0
 we are trying to reach you to let you know that,0
 that your social security number has been used.,0
 for some kind of fraudulent activity.,0
 in the south border of Texas.,0
 So please in order go ahead get more,0
 information to speak.,0
 officer press 1,0
 I repeat press 1.,0
 Thank you and have a great day.,0
 Amanda Barnes in the purpose of the call.,0
 We are trying to reach you to let you know that,0
 your Social Security number has been used.,0
 for some kind of fraudulent activities.,0
 in the south border of Texas.,0
 So please in order go ahead get more in,0
 information.,0
 Officer Press 1.,0
 I repeat press 1.,0
 Thank you and have a great day.,0
 Hello.,0
" Hi, this call is from social",0
 Security Administration Office. My name is,0
 and its officer Amanda Barnes in the purpose.,0
 of the call we are trying to reach you to...,0
 you know that your social security number,0
 is been used for some kind of fraudulent...,0
 activities in the south border of Texas.,0
 So please in order go ahead,0
 get more information.,0
 to speak with Officer Press 1.,0
 I repeat press 1.,0
 Thank you and have a great day.,0
 trying to reach you to let you know that you're so...,0
 Security number has been used for some,0
 kinds of fraudulent activities in the cell.,0
 A sporter of Texas. So...,0
 police in order go ahead get more information.,0
 to speak with office.,0
 press 1. I repeat.,0
 Press 1. Thank you.,0
 and have a great day.,0
 to reach you to let you know that you're social.,0
 Security number has been used for some...,0
 of fraudulent activities in the cell.,0
 border of Texas. So please,0
 in order to get more information.,0
 to speak with officers.,0
 playlist 1,0
 Press 1. Thank you.,0
 and have a great day.,0
 Hello.,0
" Hi, this call is from social",0
 Security Administration Office.,0
 This officer Amanda Barnes and the,0
 of the call we are trying to reach.,0
 to let you know that your social security,0
 number has been used for some kind of fraud.,0
 Activity in the south-sport are of,0
 Texas. So please in order go.,0
 ahead get more information.,0
 To speak with Officer Press 1.,0
 I repeat press 1.,0
 Thank you and have a great,0
 day.,0
 This is Suzie calling with the Vehicle Service Department.,0
 We are calling about your vehicles many times.,0
 We sent you several notices,0
 the mail that you have yet to extend your warranty.,0
 pass the factory cutoff. And this is occurred.,0
 to renew your warranty before we close.,0
 close the file. If you are interested in,0
 in renewing your auto warranty. Now please press...,0
 5 now or press 9 to be released.,0
 moved from our list.,0
,0
,0
,0
" Hi, this is Suzie calling",0
 the Vehicle Service Department. We are calling,0
" about your vehicle's manufacturers, warranties.",0
 We sent you several notices in the mail that you have,0
,0
 This is Suzie calling with the Vehicle Service Department.,0
 We are calling about your vehicles many times.,0
 of sure is warranties. We thank you several notices.,0
 the mail that you have yet to extend your warranty.,0
 pass the factory cut off. And this is occurred.,0
 if he calls you renew your warranty before we call.,0
" close the file. If you are interested,",0
" in renewing your auto warranty. Now, please press...",0
 5 now or press 9 to be released.,0
 moved from our list.,0
,0
,0
,0
" Hi, this is Suzie calling",0
 the Vehicle Service Department. We are calling,0
" about your vehicle's manufacturers, warranties.",0
 We sent you several notices in the mail that you have,0
,0
 This is Suzie calling with the Vehicle Service Department.,0
 We are calling about your vehicles many times.,0
 We sent you several notices,0
 the mail that you have yet to extend your warranty.,0
 pass the factory cut off. And this is occurred.,0
 if he called to renew your warranty before we call.,0
" close the file. If you are interested,",0
 in renewing your auto warranty. Now please press...,0
 5 now or press 9 to be released.,0
 moved from our list.,0
,0
,0
,0
" Hi, this is Suzie calling",0
 the Vehicle Service Department. We are calling,0
 about your vehicle's manufacturers warranties.,0
 We sent you several notices in the mail that you have,0
,0
 This is Suzie calling with the vehicle service department.,0
 We are calling about your vehicles many times.,0
 of Shards War and T. We sent you several notices.,0
 the mail that you have yet to extend your warranty.,0
 pass the factory cut off. And this is occurred.,0
 if he calls to renew your warranty before we call.,0
" close the file. If you are interested,",0
 in renewing your auto warranty. Now please press...,0
 5 now or press 9 to be released.,0
 moved from our list.,0
,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
,0
" Hi, this is Suzie calling",0
 with the Vehicle Service Department. We are calling...,0
 about your vehicle's manufacturers warranties.,0
 We thank you several notices in the mail that you have.,0
,0
 was,0
 Vanessa and I'm giving you a call from the dealers.,0
 service center. We recently noticed your,0
 car's extended warranty with going to expired.,0
 and wanted to give you one final courtesy call.,0
 before you're warranty expires and your coverage.,0
 This would make you funny.,0
 responsible for all service reviews.,0
 Press 1 now if you wish to it.,0
 or reinstate your car's warranty.,0
 Once again press 1 now.,0
 press the fuse replaced on the DNC.,0
 or call 833304.,0
" one, four, four, seven.",0
,0
" Hi, this is...",0
 Vanessa and I'm giving you a call from the dealers.,0
 service center. We recently noticed your,0
 car's extended warranty with going to expire.,0
